Time:  0.4550   100.25 kPa 69.69 F 
Time:  1.9010   100.25 kPa 69.57 F 
Time:  3.3490   100.26 kPa 69.57 F 
Time:  4.7950   100.26 kPa 69.57 F 
Time:  6.2430   100.26 kPa 69.57 F 
Time:  7.6890   100.26 kPa 69.57 F 
Time:  9.1370   100.26 kPa 69.57 F 
Time:  10.5830   100.26 kPa 69.57 F 
Time:  12.0300   100.26 kPa 69.57 F 
Time:  13.4760   100.27 kPa 69.57 F 
Time:  14.9240   100.33 kPa 70.25 F 
Time:  16.3700   100.41 kPa 73.74 F 
Time:  17.8180   100.33 kPa 74.52 F 
Time:  19.2640   100.31 kPa 73.18 F 
Time:  20.7120   100.29 kPa 72.61 F 
Time:  22.1580   100.28 kPa 72.27 F 
Time:  23.6070   100.28 kPa 72.05 F 
Time:  25.0530   100.28 kPa 71.82 F 
Time:  26.5020   100.27 kPa 71.60 F 
Time:  27.9480   100.28 kPa 71.49 F 
Time:  29.3960   100.28 kPa 71.37 F 
Time:  30.8420   100.28 kPa 71.26 F 
Time:  32.2910   100.28 kPa 71.15 F 
Time:  33.7370   100.28 kPa 71.15 F 
Time:  35.1860   100.28 kPa 71.04 F 
Time:  36.6320   100.28 kPa 70.93 F 
Time:  38.0810   100.28 kPa 70.81 F 
Time:  39.5270   100.28 kPa 70.70 F 
Time:  40.9760   100.28 kPa 70.59 F 
Time:  42.4220   100.28 kPa 70.59 F 
Time:  43.8710   100.28 kPa 70.47 F 
Time:  45.3170   100.27 kPa 70.47 F 
Time:  46.7670   100.27 kPa 70.36 F 
Time:  48.2110   100.27 kPa 70.36 F 
Time:  49.6610   100.28 kPa 70.25 F 
Time:  51.1060   100.27 kPa 70.25 F 
Time:  52.5550   100.27 kPa 70.14 F 
Time:  54.0000   100.27 kPa 70.14 F 
Time:  55.4490   100.27 kPa 70.14 F 
Time:  56.8940   100.27 kPa 70.02 F 
Time:  58.3430   100.27 kPa 70.02 F 
Time:  59.7880   100.27 kPa 70.02 F 
Time:  61.2370   100.28 kPa 70.02 F 
Time:  62.6830   100.27 kPa 70.02 F 
Time:  64.1310   100.28 kPa 69.91 F 
Time:  65.5760   100.28 kPa 69.91 F 
Time:  67.0240   100.27 kPa 69.91 F 
Time:  68.4700   100.28 kPa 69.91 F 
Time:  69.9180   100.28 kPa 69.91 F 
Time:  71.3640   100.27 kPa 69.80 F 
